# Ep lEiso
1.921 -11.480
1.924 -10.631
1.926 -10.730
1.935 -10.802
1.940 -10.301
1.943 -10.189
1.969 -10.801
1.972 -11.445
1.979 -10.169
1.990 -11.236
1.995 -11.238
2.009 -11.763
2.015 -11.066
2.025 -10.902
2.027 -10.312
2.049 -11.215
2.052 -9.558
2.073 -11.026
2.074 -11.629
2.087 -9.808
2.096 -10.378
2.098 -9.814
2.100 -10.577
2.121 -10.605
2.124 -10.340
2.127 -11.504
2.151 -10.676
2.154 -11.015
2.189 -11.196
2.191 -10.689
2.191 -9.375
2.225 -10.900
2.232 -10.192
2.243 -11.561
2.256 -10.326
2.276 -11.113
2.282 -11.085
2.284 -9.955
2.305 -11.211
2.312 -10.116
2.316 -11.039
2.326 -10.968
2.327 -10.228
2.335 -10.854
2.339 -10.841
2.359 -11.058
2.373 -10.746
2.414 -10.758
2.418 -10.528
2.426 -10.577
2.431 -10.883
2.443 -11.193
2.443 -11.439
2.474 -11.668
2.482 -9.585
2.486 -11.335
2.497 -10.228
2.498 -9.311
2.508 -10.551
2.513 -9.979
2.524 -10.861
2.545 -9.814
2.549 -10.457
2.555 -11.305
2.556 -10.679
2.589 -11.253
2.613 -10.595
2.623 -10.828
2.626 -9.865
2.644 -11.346
2.651 -10.793
2.659 -10.442
2.659 -11.080
2.668 -10.977
2.698 -10.570
2.714 -10.062
2.730 -10.509
2.739 -11.419
2.744 -10.740
2.749 -10.835
2.752 -10.542
2.758 -10.255
2.788 -10.789
2.797 -10.370
2.815 -9.893
2.819 -10.978
2.821 -10.596
2.830 -11.017
2.841 -11.356
2.848 -10.604
2.860 -10.210
2.865 -9.354
2.872 -10.739
2.905 -11.150
2.927 -11.940
2.932 -11.407
2.933 -10.759
2.939 -9.685
2.950 -9.830
2.955 -10.681
2.981 -10.512
3.065 -11.595
3.068 -10.646
3.073 -11.510
3.074 -10.992
3.105 -10.833
3.118 -9.690
3.127 -11.152
3.127 -11.496
3.135 -10.754
3.183 -11.063
3.185 -11.672
3.193 -10.617
3.255 -10.387
3.282 -11.207
3.302 -10.612
3.358 -10.906
3.395 -10.395
3.399 -10.943
3.433 -11.095
3.438 -11.235
3.464 -11.131
3.468 -10.556
3.483 -11.351
3.488 -11.698
3.488 -10.621
3.515 -10.993
3.535 -10.987
3.593 -11.662
3.594 -12.195
3.619 -10.543
3.638 -11.299
3.639 -11.858
3.685 -11.534
3.686 -11.009
3.686 -10.800
3.695 -11.575
3.700 -10.641
3.717 -11.291
3.732 -10.959
3.738 -11.134
3.739 -11.334
3.754 -11.091
3.821 -11.553
3.912 -10.885
3.913 -10.730
3.928 -11.482
3.980 -11.313
3.991 -10.318
3.997 -11.028
4.004 -11.149
4.026 -11.630
4.048 -11.312
4.050 -11.469
4.054 -10.365
4.060 -11.651
4.098 -11.352
4.116 -11.185
4.140 -11.801
4.146 -11.549
4.147 -11.565
4.153 -11.558
4.163 -10.696
4.181 -11.238
4.201 -11.270
4.212 -10.430
4.231 -11.072
4.237 -11.212
4.292 -11.769
4.293 -11.180
4.317 -11.499
4.318 -12.035
4.373 -10.957
4.438 -10.707
4.459 -11.009
4.496 -11.369
4.556 -11.540
4.576 -11.535
4.669 -11.837
4.708 -11.472
4.717 -11.390
4.720 -11.225
4.745 -10.958
4.772 -11.293
4.778 -11.328
4.804 -10.998
4.814 -11.773
4.861 -10.675
4.863 -11.627
4.865 -11.154
4.898 -11.453
4.916 -11.357
4.925 -11.312
4.940 -11.432
4.962 -11.728
4.985 -11.580
5.001 -11.352
5.032 -11.553
5.034 -11.782
5.037 -10.930
5.152 -11.148
5.177 -10.951
5.271 -11.175
5.274 -11.328
5.312 -12.233
5.330 -11.332
5.390 -11.200
5.406 -11.620
5.423 -11.366
5.431 -12.021
5.432 -11.091
5.433 -11.516
5.447 -11.769
5.459 -11.261
5.465 -12.107
5.486 -11.258
5.558 -11.608
5.626 -10.942
5.643 -11.673
5.687 -11.231
5.718 -11.362
5.769 -11.361
5.770 -11.507
5.801 -11.605
5.822 -11.778
5.853 -11.425
5.882 -11.864
5.884 -11.323
5.896 -11.944
5.929 -11.242
5.941 -11.875
5.945 -11.465
5.955 -11.845
5.991 -11.243
6.014 -11.808
6.034 -11.590
6.106 -11.541
6.121 -11.291
6.206 -11.608
6.210 -11.474
6.265 -11.179
6.271 -11.950
6.285 -11.260
6.286 -11.243
6.291 -12.036
6.309 -11.184
6.348 -12.068
6.507 -11.671
6.517 -11.687
6.518 -11.403
6.590 -11.289
6.680 -11.588
6.696 -11.524
6.723 -12.025
6.728 -11.294
6.750 -11.379
6.762 -11.326
6.769 -11.428
6.770 -11.540
6.854 -11.797
6.956 -11.699
6.986 -11.842
7.018 -11.875
7.066 -12.100
7.090 -11.759
7.096 -11.462
7.176 -11.318
7.233 -11.870
7.273 -11.411
7.312 -11.613
7.339 -11.689
7.343 -11.745
7.350 -12.644
7.377 -11.759
7.410 -11.882
7.443 -11.659
7.464 -11.732
7.477 -11.529
7.490 -11.412
7.497 -11.902
7.498 -12.014
7.545 -11.709
7.552 -11.797
7.562 -11.517
7.576 -11.769
7.629 -11.734
7.639 -11.394
7.645 -11.772
7.685 -11.907
7.702 -11.415
7.722 -11.746
7.765 -12.090
7.782 -11.490
7.811 -11.911
7.964 -11.113
7.979 -11.828
8.007 -11.600
8.024 -11.726
8.030 -11.374
8.036 -11.703
8.048 -11.862
8.082 -11.661
8.153 -12.240
8.176 -11.497
8.181 -11.732
8.182 -11.891
8.188 -11.790
8.197 -12.138
8.216 -11.696
8.220 -11.727
8.220 -11.656
8.221 -12.261
8.244 -11.606
8.257 -12.472
8.322 -11.828
8.351 -11.624
8.356 -11.650
8.366 -11.702
8.373 -11.611
8.405 -11.518
8.411 -11.857
8.430 -13.114
8.433 -12.123
8.437 -12.054
8.516 -11.558
8.521 -11.917
8.593 -11.719
8.596 -12.299
8.599 -11.859
8.629 -11.739
8.631 -11.894
8.673 -11.754
8.688 -12.011
8.691 -11.990
8.698 -12.014
8.731 -11.581
8.763 -11.784
8.773 -11.426
8.784 -11.770
8.804 -12.227
8.845 -11.684
8.890 -11.959
8.901 -11.920
8.911 -11.434
8.932 -11.583
8.954 -11.608
8.985 -11.753
9.043 -11.955
9.078 -11.637
9.090 -12.142
9.112 -11.911
9.115 -12.149
9.164 -12.046
9.168 -11.868
9.208 -11.769
9.229 -11.688
9.270 -12.097
9.327 -11.825
9.363 -11.844
9.386 -11.938
9.426 -11.701
9.426 -11.994
9.430 -11.621
9.437 -12.077
9.486 -12.195
9.491 -11.911
9.644 -12.005
9.646 -12.392
9.656 -11.746
9.710 -11.954
9.768 -11.770
9.772 -12.061
9.782 -11.929
9.792 -12.116
9.795 -11.997
9.832 -12.033
9.852 -11.450
9.878 -12.435
9.885 -11.966
9.894 -11.699
9.903 -11.807
9.906 -11.453
9.908 -12.384
9.911 -11.740
9.923 -11.768
9.936 -12.146
10.020 -11.701
10.041 -11.889
10.045 -11.803
10.120 -12.160
10.127 -11.696
10.146 -11.857
10.169 -11.966
10.180 -11.876
10.307 -11.741
10.312 -12.061
10.320 -12.039
10.369 -11.708
10.385 -12.347
10.443 -11.907
10.506 -12.170
10.509 -11.909
10.536 -12.076
10.590 -12.340
10.629 -12.120
10.642 -12.180
10.680 -12.194
10.707 -11.876
10.720 -12.797
10.726 -11.971
10.742 -11.704
10.807 -11.810
10.816 -11.759
10.834 -11.752
10.853 -11.800
10.860 -11.733
10.874 -11.852
10.896 -12.289
10.942 -11.763
10.949 -12.096
10.954 -12.246
10.955 -12.373
10.955 -12.022
10.964 -12.232
10.967 -12.058
11.005 -12.300
11.030 -11.847
11.037 -12.164
11.081 -12.164
11.146 -12.076
11.153 -12.106
11.166 -12.114
11.188 -12.439
11.208 -11.699
11.211 -12.040
11.288 -12.318
11.309 -11.863
11.354 -11.757
11.357 -12.032
11.363 -12.603
11.365 -11.809
11.368 -12.087
11.373 -12.520
11.390 -12.073
11.433 -12.115
11.438 -12.622
11.441 -12.074
11.449 -12.363
11.491 -11.975
11.504 -12.191
11.592 -11.881
11.616 -11.734
11.645 -11.946
11.659 -12.047
11.677 -11.923
11.716 -11.870
11.732 -11.778
11.750 -11.479
11.830 -12.145
11.904 -11.956
11.930 -11.890
12.056 -12.010
12.080 -11.963
12.095 -12.243
12.121 -12.068
12.134 -11.820
12.151 -12.093
12.181 -12.209
12.212 -12.200
12.222 -12.162
12.257 -12.208
12.278 -12.055
12.292 -12.111
12.297 -12.064
12.302 -11.813
12.325 -12.043
12.357 -11.521
12.357 -12.234
12.375 -12.480
12.378 -12.286
12.403 -11.997
12.429 -12.239
12.467 -12.337
12.595 -12.176
12.609 -12.345
12.670 -11.979
12.677 -11.813
12.689 -12.081
12.705 -12.084
12.796 -11.991
12.801 -12.261
12.819 -12.360
12.835 -12.254
12.837 -12.077
12.937 -12.099
12.939 -12.553
12.952 -12.386
13.005 -12.422
13.005 -12.379
13.034 -12.383
13.078 -12.039
13.102 -11.784
13.135 -12.174
13.171 -11.796
13.199 -12.049
13.214 -12.122
13.295 -11.614
13.303 -12.311
13.333 -11.968
13.344 -12.002
13.345 -12.406
13.387 -11.672
13.429 -12.289
13.438 -12.240
13.491 -12.133
13.493 -12.283
13.545 -12.279
13.577 -12.193
13.596 -12.190
13.612 -12.036
13.690 -11.725
13.703 -11.681
13.706 -11.742
13.759 -12.543
13.782 -11.916
13.803 -12.254
13.831 -12.205
13.842 -12.424
13.876 -12.416
13.879 -11.984
13.942 -12.549
13.945 -12.263
13.954 -12.109
13.976 -12.037
13.997 -11.912
14.025 -12.292
14.034 -12.136
14.037 -12.184
14.050 -12.067
14.072 -12.210
14.076 -11.770
14.204 -12.160
14.204 -12.041
14.206 -11.987
14.207 -12.659
14.215 -12.067
14.225 -12.643
14.244 -12.275
14.254 -11.715
14.255 -12.463
14.257 -11.962
14.262 -12.068
14.293 -12.214
14.371 -12.275
14.409 -11.954
14.438 -12.462
14.440 -11.913
14.463 -12.524
14.554 -12.123
14.564 -12.282
14.566 -11.875
14.569 -12.617
14.607 -12.187
14.609 -12.092
14.645 -12.148
14.704 -11.691
14.706 -11.989
14.711 -12.311
14.722 -11.991
14.765 -12.469
14.824 -11.660
14.826 -12.306
14.847 -12.352
14.921 -12.006
14.924 -12.539
14.932 -12.068
14.935 -12.370
14.952 -11.856
14.953 -12.540
14.953 -12.690
15.000 -12.225
15.011 -12.246
15.047 -12.081
15.048 -11.882
15.056 -12.017
15.066 -12.164
15.090 -12.625
15.103 -11.590
15.136 -12.337
15.162 -11.770
15.199 -12.098
15.286 -12.176
15.345 -12.399
15.347 -12.215
15.355 -12.116
15.356 -12.050
15.377 -12.561
15.385 -12.286
15.389 -12.606
15.396 -12.618
15.434 -12.572
15.451 -12.065
15.460 -12.376
15.481 -12.139
15.514 -11.857
15.557 -12.003
15.571 -12.060
15.593 -12.049
15.647 -12.134
15.665 -12.322
15.670 -12.139
15.679 -12.143
15.734 -11.882
15.737 -12.347
15.787 -11.968
15.827 -12.464
15.892 -12.686
15.897 -12.243
15.984 -12.019
16.059 -12.267
16.064 -12.181
16.078 -12.065
16.097 -12.423
16.105 -12.611
16.111 -11.598
16.273 -12.113
16.302 -12.304
16.304 -12.641
16.318 -12.162
16.320 -13.082
16.360 -12.252
16.435 -12.160
16.453 -12.273
16.491 -12.341
16.493 -11.963
16.536 -12.526
16.537 -12.131
16.554 -12.118
16.560 -12.264
16.601 -12.148
16.619 -12.101
16.637 -11.875
16.637 -12.177
16.674 -12.207
16.692 -12.191
16.708 -12.309
16.719 -12.089
16.738 -12.354
16.763 -12.103
16.785 -11.930
16.841 -12.132
16.855 -12.133
16.857 -12.135
16.870 -12.561
16.934 -12.232
16.955 -12.578
17.009 -11.988
17.037 -11.960
17.045 -12.374
17.049 -12.586
17.114 -12.020
17.131 -12.468
17.142 -11.758
17.143 -12.129
17.180 -11.857
17.246 -12.346
17.310 -12.577
17.322 -12.446
17.324 -12.665
17.372 -12.358
17.372 -12.147
17.430 -12.335
17.479 -12.334
17.482 -12.269
17.484 -12.549
17.487 -12.836
17.521 -12.142
17.525 -11.872
17.578 -12.064
17.579 -12.716
17.603 -11.947
17.674 -12.375
17.700 -12.161
17.749 -12.412
17.799 -12.250
17.807 -12.612
17.811 -12.404
17.845 -12.609
17.847 -12.560
17.848 -12.551
17.857 -12.050
17.886 -11.972
17.904 -11.905
17.989 -12.351
17.999 -12.004
18.027 -12.075
18.145 -12.529
18.155 -12.260
18.175 -12.245
18.190 -12.093
18.251 -12.235
18.324 -11.965
18.337 -12.360
18.344 -12.298
18.357 -12.367
18.392 -12.477
18.450 -12.355
18.469 -11.974
18.491 -11.944
18.530 -12.341
18.538 -11.991
18.539 -12.523
18.564 -12.238
18.576 -12.434
18.647 -12.219
18.723 -12.095
18.833 -12.076
18.860 -12.626
18.950 -12.441
19.053 -12.314
19.063 -11.941
19.070 -12.170
19.096 -12.258
19.124 -12.011
19.169 -12.490
19.178 -12.114
19.181 -12.166
19.186 -12.248
19.201 -12.559
19.203 -12.356
19.271 -12.464
19.317 -12.318
19.337 -12.130
19.404 -12.213
19.408 -11.974
19.439 -12.537
19.478 -12.288
19.489 -11.993
19.499 -12.512
19.499 -12.134
19.707 -12.476
19.730 -12.366
19.774 -12.236
19.794 -12.315
19.819 -12.585
20.119 -12.372
20.169 -12.427
20.181 -12.699
20.277 -12.219
20.281 -12.274
20.303 -12.286
20.318 -12.328
20.501 -12.371
20.574 -12.261
20.646 -12.765
20.680 -12.137
20.682 -12.412
20.731 -12.418
20.797 -11.862
20.956 -12.322
20.979 -11.767
21.025 -11.763
21.058 -12.447
21.098 -12.337
21.137 -12.176
21.282 -12.062
21.351 -12.396
21.361 -12.459
21.455 -12.437
21.487 -12.397
21.521 -12.275
21.583 -12.379
21.733 -12.766
21.810 -12.784
21.840 -12.392
22.003 -12.114
22.037 -12.317
22.155 -12.761
22.306 -12.230
22.362 -12.475
22.447 -12.482
22.527 -12.908
22.698 -12.576
22.715 -12.796
22.725 -12.379
22.726 -12.054
22.852 -12.614
22.945 -11.950
22.980 -12.333
23.122 -12.384
23.204 -12.270
23.303 -12.554
23.353 -12.386
23.475 -12.129
23.554 -12.283
23.632 -12.359
23.645 -12.268
23.665 -12.612
23.666 -12.460
23.716 -12.200
23.757 -13.008
24.098 -12.678
24.214 -12.463
24.305 -12.644
24.309 -12.241
24.312 -12.410
24.345 -12.725
24.497 -12.396
24.518 -12.330
24.612 -12.146
24.630 -12.171
24.859 -11.950
24.919 -12.771
25.121 -12.460
25.151 -12.374
25.631 -12.095
25.687 -12.204
25.729 -12.073
25.742 -12.618
25.765 -12.422
25.929 -12.371
26.075 -12.125
26.100 -12.206
26.194 -12.363
26.218 -12.188
26.220 -12.591
26.261 -12.489
26.398 -12.661
26.736 -12.802
26.750 -11.980
26.821 -12.722
27.093 -12.321
27.193 -12.353
27.233 -12.826
27.322 -12.488
27.492 -12.141
27.548 -12.283
27.951 -12.708
28.150 -12.217
28.284 -12.069
28.382 -12.738
28.490 -12.552
28.756 -12.501
29.146 -12.330
29.263 -12.547
29.297 -12.678
29.357 -11.819
29.399 -12.737
29.755 -12.335
29.800 -12.570
29.856 -12.545
30.337 -12.164
30.602 -12.231
30.900 -12.289
31.004 -12.414
31.843 -12.123
32.276 -11.994
32.278 -12.410
33.065 -12.261
33.152 -12.300
35.287 -12.221
35.687 -12.633
36.672 -12.468
37.131 -12.170
37.380 -12.424
37.499 -12.403
37.649 -12.320
38.348 -12.269
38.580 -12.392
41.141 -12.135
41.207 -12.869
41.817 -12.737
42.507 -11.910
43.850 -12.550
43.959 -11.976
51.521 -12.700
57.875 -11.629
63.026 -12.401
172.336 -11.899
270.826 -11.685
