# Ep lEiso
96.427 -10.278
96.535 -10.113
96.616 -10.303
96.623 -10.297
96.819 -10.353
96.821 -10.257
96.822 -10.188
96.863 -10.260
96.880 -10.133
96.956 -10.348
97.018 -10.236
97.041 -10.293
97.046 -10.360
97.098 -10.277
97.345 -10.269
97.678 -10.293
97.681 -10.153
97.737 -10.380
97.928 -10.326
97.967 -10.034
97.991 -10.242
98.013 -10.277
98.094 -10.233
98.177 -10.321
98.185 -10.256
98.199 -10.052
98.220 -9.942
98.359 -10.282
98.425 -10.058
98.514 -10.061
98.535 -10.380
98.540 -10.009
98.561 -10.382
98.599 -10.148
98.663 -10.294
98.738 -10.302
98.777 -10.078
98.847 -10.248
98.869 -10.285
99.070 -10.282
99.074 -10.274
99.163 -10.355
99.165 -10.357
99.369 -10.216
99.609 -10.155
99.678 -9.892
99.801 -10.018
99.995 -10.353
100.062 -9.932
100.371 -10.216
100.500 -10.332
100.528 -10.311
100.538 -10.271
100.622 -10.205
100.710 -9.958
100.729 -10.294
100.817 -10.064
100.850 -10.237
101.005 -10.125
101.013 -10.357
101.019 -10.241
101.127 -10.308
101.189 -9.930
101.217 -10.270
101.269 -10.296
101.339 -10.365
101.416 -10.325
101.472 -10.268
101.575 -10.325
101.580 -9.995
101.591 -10.164
101.976 -10.213
102.056 -10.165
102.351 -9.853
102.360 -10.032
102.479 -10.195
102.535 -10.252
102.724 -10.218
102.773 -10.077
102.826 -10.257
102.852 -10.116
102.856 -10.190
102.859 -10.293
102.903 -10.124
102.939 -10.230
102.959 -9.968
103.025 -10.229
103.253 -10.046
103.467 -10.147
103.522 -10.325
103.660 -10.216
103.760 -10.247
103.922 -10.151
103.924 -10.112
104.023 -10.058
104.091 -10.344
104.190 -10.258
104.283 -10.362
104.286 -10.230
104.326 -10.262
104.429 -10.198
104.466 -10.353
104.477 -10.117
104.508 -10.348
104.621 -10.207
104.693 -10.068
104.753 -10.081
104.976 -10.274
105.024 -10.057
105.266 -10.283
105.278 -10.026
105.428 -10.152
105.445 -10.340
105.482 -10.078
105.485 -9.817
105.498 -10.360
105.548 -10.107
105.656 -10.157
106.093 -10.267
106.120 -10.077
106.122 -10.204
106.323 -10.169
106.571 -10.316
106.616 -9.965
106.688 -9.808
106.704 -9.880
106.765 -10.183
106.797 -9.913
106.817 -10.195
106.821 -10.223
107.052 -10.285
107.336 -9.962
107.419 -10.135
107.509 -10.304
107.645 -10.109
107.711 -10.276
107.727 -9.892
107.955 -10.169
108.115 -10.161
108.227 -10.191
108.337 -10.240
108.414 -10.200
108.427 -9.999
108.446 -10.113
108.524 -10.275
108.617 -10.018
108.711 -10.248
108.772 -10.265
108.809 -10.154
108.848 -10.186
108.868 -10.305
108.869 -9.868
109.005 -10.250
109.027 -10.271
109.056 -9.956
109.096 -10.175
109.250 -10.163
109.279 -10.160
109.294 -10.054
109.411 -10.278
109.461 -10.155
109.518 -10.234
109.644 -9.871
109.696 -10.081
109.780 -10.019
110.228 -10.072
110.273 -10.245
110.357 -10.189
110.407 -10.219
110.425 -10.021
110.444 -10.213
110.481 -9.999
110.583 -10.201
110.796 -10.339
110.866 -10.157
110.880 -10.214
110.884 -10.253
110.902 -10.228
110.929 -10.312
110.985 -10.204
110.996 -10.211
110.998 -10.035
110.999 -10.168
111.071 -10.181
111.108 -10.278
111.310 -10.232
111.398 -10.181
111.415 -10.188
111.443 -10.200
111.466 -10.177
111.563 -10.154
111.582 -10.091
111.641 -10.057
111.648 -9.906
111.661 -10.074
111.905 -10.159
111.918 -10.246
112.143 -10.196
112.151 -10.337
112.161 -9.823
112.257 -10.199
112.261 -10.237
112.395 -10.201
112.442 -10.065
112.450 -10.258
112.473 -10.264
112.578 -10.158
112.678 -10.259
112.711 -10.119
112.747 -10.203
112.809 -9.926
112.939 -10.181
113.084 -10.247
113.117 -9.980
113.148 -10.118
113.215 -10.154
113.287 -10.041
113.389 -10.191
113.579 -10.235
113.694 -10.155
113.733 -10.277
113.804 -9.905
113.814 -10.086
113.972 -10.248
113.988 -10.204
114.117 -10.177
114.186 -10.065
114.319 -10.252
114.507 -10.181
114.628 -10.052
114.709 -10.209
114.842 -10.151
114.842 -10.222
114.856 -10.131
114.880 -10.242
115.048 -10.271
115.065 -10.202
115.586 -10.225
115.591 -9.950
115.626 -10.098
115.809 -10.213
116.007 -10.168
116.023 -10.239
116.056 -9.702
116.090 -9.900
116.104 -10.223
116.232 -10.232
116.306 -10.023
116.397 -10.329
116.423 -10.215
116.456 -10.149
116.484 -10.175
116.495 -10.054
116.502 -9.998
116.514 -10.158
116.556 -10.165
116.602 -10.001
116.902 -10.144
116.978 -10.008
116.993 -10.168
117.258 -10.046
117.282 -10.138
117.351 -10.176
117.433 -10.202
117.474 -10.259
117.930 -10.139
117.950 -10.217
117.980 -10.094
118.161 -10.107
118.223 -9.841
118.439 -10.169
118.675 -9.922
118.687 -10.166
118.787 -9.784
118.991 -9.912
119.133 -10.212
119.185 -10.226
119.324 -10.025
119.427 -10.149
119.476 -10.051
119.499 -10.172
119.557 -10.106
119.800 -10.129
119.834 -10.116
119.904 -10.114
119.982 -9.794
120.009 -9.960
120.063 -10.015
120.149 -10.006
120.333 -10.113
120.362 -10.055
120.379 -10.230
120.385 -10.067
120.386 -10.093
120.420 -9.779
120.433 -10.183
120.584 -10.240
120.680 -10.129
120.709 -9.986
120.885 -9.874
121.142 -10.008
121.168 -10.186
121.221 -10.187
121.308 -9.838
121.385 -10.084
121.399 -10.167
121.703 -9.918
121.787 -10.119
121.962 -10.092
121.977 -10.159
121.998 -9.906
122.006 -10.104
122.019 -10.172
122.040 -9.901
122.106 -10.168
122.277 -9.938
122.297 -10.067
122.312 -10.168
122.344 -10.238
122.521 -10.144
122.576 -10.196
122.951 -10.121
123.052 -10.085
123.174 -10.137
123.231 -10.161
123.309 -10.131
123.475 -10.035
123.544 -10.096
123.616 -10.023
123.955 -10.185
124.264 -10.139
124.373 -10.123
124.904 -10.152
125.007 -10.141
125.069 -10.037
125.187 -10.163
125.248 -10.101
125.327 -10.165
125.461 -10.189
125.600 -10.182
125.646 -10.172
125.806 -10.061
125.901 -9.988
125.965 -9.851
125.988 -10.024
126.012 -9.990
126.116 -10.128
126.258 -9.996
126.258 -10.170
126.343 -10.227
126.356 -10.180
126.468 -9.755
126.584 -10.161
126.760 -9.915
127.333 -10.133
127.397 -9.815
127.671 -9.773
127.703 -10.039
127.757 -10.104
127.826 -10.103
128.235 -10.177
128.257 -10.140
128.338 -10.163
128.420 -9.955
128.429 -10.094
128.922 -10.099
128.933 -10.210
128.995 -9.776
129.256 -10.178
129.257 -10.168
129.400 -10.168
129.610 -10.185
129.727 -10.023
129.891 -10.118
130.065 -10.026
130.202 -10.087
130.277 -10.105
130.671 -9.981
130.708 -10.151
130.852 -10.068
130.906 -10.076
130.909 -9.818
131.114 -10.075
131.318 -10.146
131.362 -10.134
131.616 -10.108
131.626 -9.934
131.876 -10.125
132.031 -10.122
132.122 -10.122
132.202 -10.084
132.621 -10.003
132.689 -9.991
132.708 -10.005
132.991 -10.195
133.112 -10.040
133.228 -10.120
133.375 -9.916
133.435 -10.159
133.615 -10.156
133.633 -10.051
133.965 -10.187
133.984 -10.117
134.031 -10.079
134.147 -10.061
134.259 -10.030
134.407 -10.122
134.452 -9.893
134.471 -10.095
134.537 -10.066
134.654 -9.955
134.673 -9.993
135.347 -9.725
135.348 -9.822
135.357 -10.042
135.365 -10.206
135.404 -10.062
135.458 -9.936
135.554 -10.112
135.610 -9.975
135.613 -9.843
135.624 -10.035
135.649 -10.061
135.814 -10.095
136.219 -9.865
136.416 -10.029
136.564 -10.152
136.573 -10.018
136.691 -9.843
137.224 -10.066
137.284 -10.104
137.297 -10.005
137.316 -10.186
137.537 -10.080
137.551 -9.942
137.765 -10.069
138.109 -9.956
138.119 -10.029
138.147 -10.107
138.211 -10.029
138.463 -9.965
138.809 -9.946
138.819 -10.103
138.943 -10.113
139.372 -10.027
139.386 -10.111
139.434 -9.932
139.454 -10.116
139.550 -9.990
139.555 -9.903
139.556 -9.940
139.865 -10.078
139.935 -10.083
140.171 -10.030
140.180 -9.884
140.231 -10.014
140.296 -10.049
140.454 -10.161
140.540 -9.908
140.750 -10.089
140.923 -9.950
141.164 -10.029
141.727 -10.046
142.103 -9.925
142.116 -10.053
142.174 -10.029
142.178 -10.013
142.336 -10.137
142.399 -10.070
142.432 -10.148
142.479 -9.633
142.766 -9.905
142.894 -10.067
142.960 -9.759
143.123 -10.033
143.365 -9.964
143.685 -9.975
143.789 -9.778
143.954 -10.009
144.353 -10.029
144.487 -9.724
144.527 -9.700
144.594 -10.031
145.000 -9.967
145.016 -10.105
145.386 -9.987
145.682 -10.107
146.150 -9.735
146.185 -10.052
146.814 -9.924
147.351 -10.056
147.387 -9.744
147.493 -10.006
147.629 -10.093
147.686 -10.139
147.725 -9.892
148.930 -10.015
149.182 -10.061
149.192 -9.838
149.312 -9.752
149.332 -9.930
149.667 -9.976
150.298 -10.022
150.446 -9.936
150.762 -10.064
150.779 -9.972
151.141 -10.108
151.145 -10.011
151.282 -10.007
151.333 -9.668
151.669 -10.011
151.817 -9.998
151.963 -9.942
151.964 -10.015
152.274 -10.020
152.416 -10.014
152.549 -10.042
152.642 -9.987
152.791 -10.051
152.997 -9.988
153.182 -9.944
153.625 -9.992
153.737 -9.597
153.758 -9.992
153.861 -10.096
154.375 -10.014
154.539 -10.098
154.968 -9.953
155.199 -9.794
155.258 -9.899
155.293 -9.859
155.804 -9.958
155.934 -10.066
156.021 -9.893
156.024 -9.768
156.317 -9.916
156.941 -9.789
157.565 -10.085
157.683 -10.052
157.701 -10.106
158.163 -9.929
158.168 -9.791
158.712 -10.020
159.169 -10.017
159.201 -10.001
159.222 -9.739
159.247 -9.812
159.561 -9.968
159.599 -9.902
160.093 -9.946
160.107 -10.105
160.329 -9.917
160.986 -9.885
161.226 -9.964
161.684 -10.023
162.153 -9.981
162.228 -10.068
162.262 -10.018
162.565 -10.066
162.580 -10.054
162.588 -9.660
162.668 -9.893
162.925 -9.760
163.091 -9.778
163.840 -9.880
163.933 -9.911
164.179 -9.927
165.233 -9.813
165.320 -9.967
165.500 -9.962
165.633 -9.924
166.306 -9.957
167.101 -9.888
167.244 -9.984
167.310 -9.968
167.452 -9.984
167.828 -10.009
168.458 -9.872
168.657 -9.883
168.891 -9.875
169.315 -9.970
169.396 -9.884
169.415 -9.613
169.677 -9.943
169.804 -9.990
170.576 -9.935
171.390 -9.901
172.547 -9.785
172.811 -9.689
173.721 -9.827
174.756 -9.945
174.853 -9.855
174.924 -9.910
175.182 -9.931
175.466 -9.870
175.911 -9.670
176.004 -9.710
176.035 -9.907
176.086 -9.720
176.235 -9.661
176.256 -9.814
176.936 -9.793
177.498 -9.695
177.763 -9.893
178.636 -9.909
178.694 -9.817
179.097 -9.808
179.568 -9.759
179.704 -9.850
179.817 -9.976
179.821 -9.884
182.340 -9.810
182.616 -9.928
183.141 -9.894
183.389 -9.912
183.682 -9.775
187.309 -9.909
187.918 -9.680
188.057 -9.985
189.114 -9.864
189.156 -9.619
189.388 -9.879
189.551 -9.888
191.690 -9.890
192.763 -9.860
193.814 -9.966
194.312 -9.825
194.334 -9.565
195.058 -9.566
196.022 -9.753
198.337 -9.859
198.678 -9.544
199.354 -9.525
199.828 -9.885
200.398 -9.856
200.892 -9.815
202.741 -9.646
203.629 -9.650
203.751 -9.758
204.947 -9.746
205.352 -9.852
205.791 -9.821
206.584 -9.844
208.495 -9.931
209.849 -9.681
210.385 -9.834
213.265 -9.646
213.865 -9.805
215.940 -9.907
218.204 -9.773
219.036 -9.706
220.296 -9.829
221.477 -9.778
224.013 -9.844
224.273 -9.630
224.414 -9.795
224.432 -9.716
226.308 -9.848
227.684 -9.683
228.202 -9.775
230.311 -9.783
232.018 -9.750
234.100 -9.814
235.160 -9.620
237.635 -9.700
238.969 -9.584
240.299 -9.749
240.509 -9.726
240.846 -9.613
240.871 -9.772
241.719 -9.706
242.404 -9.554
248.166 -9.806
250.138 -9.748
251.671 -9.421
251.738 -9.690
251.789 -9.731
252.353 -9.806
254.922 -9.578
255.262 -9.702
256.858 -9.653
257.164 -9.659
262.290 -9.503
263.757 -9.536
268.132 -9.704
268.699 -9.682
277.588 -9.303
278.625 -9.616
279.410 -9.496
279.644 -9.714
280.071 -9.380
283.124 -9.462
285.831 -9.580
286.291 -9.598
288.028 -9.387
288.475 -9.517
288.509 -9.687
289.265 -9.660
291.806 -9.480
299.962 -9.469
300.360 -9.517
302.317 -9.417
308.634 -9.647
310.586 -9.682
311.358 -9.709
313.106 -9.478
316.418 -9.517
317.518 -9.571
325.366 -9.666
329.265 -9.542
331.876 -9.504
333.789 -9.474
335.882 -9.252
341.078 -9.600
352.778 -9.534
356.366 -9.474
357.400 -9.609
358.921 -9.397
359.759 -9.619
366.910 -9.507
367.810 -9.562
368.936 -9.554
378.578 -9.442
383.907 -9.397
389.880 -9.348
391.965 -9.477
411.259 -9.375
425.997 -9.325
426.040 -9.427
442.286 -8.991
444.058 -9.379
487.328 -9.312
497.676 -9.401
524.406 -9.370
533.817 -8.913
538.912 -9.071
541.343 -9.298
544.416 -9.198
558.721 -9.248
563.455 -9.273
613.481 -9.163
614.150 -8.957
624.683 -9.300
639.614 -9.087
668.665 -9.222
671.026 -9.080
784.576 -8.840
896.613 -8.876
954.385 -8.756
1447.770 -8.760
1771.329 -8.789
