# Ep lEiso
404.899 -11.040
405.058 -11.295
405.635 -11.418
406.219 -11.418
406.277 -11.372
406.375 -11.087
406.524 -10.987
407.512 -11.194
407.981 -11.087
408.607 -11.452
408.758 -11.377
408.795 -11.039
408.944 -11.378
409.213 -11.505
409.671 -11.294
410.209 -11.435
410.485 -11.094
410.980 -11.130
411.141 -11.186
412.567 -11.397
412.599 -11.260
413.233 -11.330
413.246 -11.452
414.702 -11.106
416.401 -11.133
416.896 -10.896
417.763 -11.491
419.144 -11.296
419.618 -10.919
421.806 -11.342
422.719 -11.356
422.913 -11.348
422.983 -11.415
423.582 -11.141
424.199 -10.922
424.340 -11.403
424.962 -11.357
425.189 -11.305
426.285 -11.373
426.336 -11.266
426.381 -11.398
427.144 -11.224
427.581 -11.402
427.779 -11.497
428.154 -11.215
428.655 -11.276
429.203 -11.324
429.600 -11.387
430.332 -11.241
430.365 -10.954
430.448 -11.101
433.182 -11.138
433.750 -11.094
435.837 -10.816
435.900 -11.317
436.740 -11.357
437.136 -11.163
438.467 -11.130
438.812 -11.005
439.186 -11.163
439.370 -11.383
439.399 -11.034
439.421 -11.194
439.731 -11.247
439.982 -11.137
440.124 -11.318
440.583 -10.913
442.187 -10.970
443.680 -11.056
444.065 -11.211
445.032 -11.113
445.729 -11.139
446.855 -11.052
446.871 -11.018
447.561 -10.968
448.032 -11.221
448.717 -11.142
449.358 -11.373
449.384 -11.118
449.659 -11.251
450.383 -11.317
450.648 -11.233
450.726 -11.022
450.944 -11.225
451.747 -11.293
452.260 -11.274
452.685 -10.976
454.268 -11.146
454.605 -10.949
456.475 -11.253
456.571 -10.920
457.781 -11.051
457.916 -11.223
458.209 -10.982
458.238 -10.741
458.339 -11.241
458.745 -11.007
459.608 -11.244
463.100 -11.222
463.317 -11.325
463.333 -11.079
464.931 -11.197
466.889 -11.281
467.246 -10.851
467.822 -10.699
467.946 -10.768
468.424 -11.191
468.673 -10.797
468.835 -11.261
468.863 -11.295
470.682 -11.357
472.904 -10.832
473.551 -11.000
474.249 -11.365
475.305 -10.971
475.823 -11.135
475.945 -10.754
477.737 -10.802
479.053 -11.011
479.971 -11.038
480.868 -11.083
481.494 -11.312
481.602 -10.843
481.751 -11.327
482.390 -11.111
483.142 -10.856
483.907 -11.079
484.401 -11.094
484.702 -10.984
485.016 -11.014
485.182 -11.130
485.187 -10.704
486.282 -11.078
486.460 -11.098
486.691 -10.792
487.012 -11.006
488.250 -10.995
488.480 -11.158
488.605 -11.357
489.537 -11.107
489.946 -10.903
490.396 -11.065
491.398 -10.712
491.805 -10.913
492.478 -10.668
496.027 -10.889
496.377 -10.823
497.028 -10.996
497.420 -11.023
497.560 -10.836
497.706 -11.016
497.998 -10.814
498.796 -11.170
500.455 -11.124
500.996 -11.176
501.112 -10.884
501.143 -11.216
501.280 -11.206
501.490 -11.095
501.926 -10.881
502.014 -10.999
502.029 -10.835
502.038 -11.120
502.595 -10.969
502.882 -11.163
504.426 -10.841
505.100 -10.717
505.228 -10.965
505.446 -10.976
505.621 -11.205
506.359 -11.104
506.504 -10.872
506.957 -10.705
507.014 -10.700
507.110 -11.161
508.980 -11.177
509.078 -11.053
510.808 -10.953
510.874 -11.081
510.957 -10.613
511.728 -10.954
511.761 -11.178
512.844 -10.953
513.230 -10.828
513.294 -11.184
513.477 -11.131
514.328 -11.138
515.134 -11.109
515.401 -10.872
515.692 -11.026
516.193 -10.695
517.245 -10.923
518.413 -11.105
518.680 -10.738
518.933 -11.053
519.472 -10.894
520.037 -10.792
520.835 -10.783
522.330 -11.054
523.234 -11.055
523.540 -11.221
524.095 -10.669
524.177 -10.831
525.419 -11.061
525.545 -11.083
526.559 -10.829
527.096 -11.103
528.141 -11.077
529.615 -11.073
530.542 -10.798
531.152 -11.065
532.166 -10.882
532.167 -10.946
532.276 -10.865
532.453 -10.963
533.732 -11.167
533.862 -11.089
537.817 -11.002
537.857 -10.691
538.121 -10.821
539.510 -10.610
541.015 -11.087
541.137 -10.938
541.384 -10.464
541.633 -10.638
541.729 -10.923
542.666 -10.928
543.204 -11.081
543.869 -11.012
544.060 -11.207
544.295 -11.025
544.505 -11.010
544.583 -10.767
544.633 -10.718
544.724 -10.859
545.026 -10.864
545.361 -10.719
547.551 -11.020
548.102 -11.006
548.215 -10.859
550.145 -11.179
550.324 -11.010
550.821 -11.019
551.432 -10.881
551.766 -10.930
555.449 -10.819
555.604 -10.887
555.842 -10.779
557.255 -10.790
557.738 -10.556
559.420 -10.933
561.261 -10.624
561.356 -11.111
562.133 -10.502
563.720 -11.176
564.830 -10.995
565.233 -10.890
566.316 -10.711
567.121 -10.821
567.503 -11.018
567.678 -10.840
568.131 -10.696
570.026 -10.801
570.293 -10.789
570.812 -10.786
571.387 -10.502
571.585 -11.003
571.984 -11.086
572.618 -10.899
573.964 -10.781
574.176 -10.730
574.301 -10.885
574.350 -10.924
574.356 -10.764
574.607 -10.484
574.699 -10.978
575.808 -10.892
576.511 -10.792
576.728 -10.665
578.019 -10.563
579.907 -10.680
580.096 -10.838
580.490 -11.023
581.125 -10.637
581.688 -10.746
581.796 -10.819
584.026 -10.594
584.643 -10.773
585.931 -10.747
586.038 -10.806
586.196 -10.580
586.252 -10.757
586.347 -10.818
586.500 -10.996
586.987 -10.814
588.228 -10.606
588.364 -10.930
588.466 -11.054
588.686 -10.873
589.891 -10.922
590.272 -10.833
592.833 -10.760
593.526 -11.022
594.357 -10.987
594.751 -10.793
595.281 -10.765
596.416 -10.676
596.892 -10.953
597.383 -10.664
599.700 -10.805
601.812 -11.053
602.639 -10.743
606.904 -10.889
607.735 -10.747
608.213 -10.653
609.086 -10.766
609.533 -11.019
610.121 -10.766
611.108 -10.787
612.137 -10.781
612.474 -10.771
613.658 -10.673
614.359 -10.607
614.832 -10.486
615.002 -10.639
615.176 -10.960
615.948 -10.913
616.991 -10.614
616.994 -10.470
617.622 -10.816
617.714 -10.774
618.545 -10.402
619.402 -10.777
620.695 -10.541
624.928 -10.729
625.400 -10.453
627.421 -10.417
627.664 -10.809
628.058 -10.702
628.566 -10.651
631.585 -10.763
631.750 -10.730
632.337 -10.750
632.883 -10.915
632.940 -10.789
636.231 -10.686
636.306 -10.780
636.722 -10.410
638.460 -10.867
638.469 -10.434
639.422 -10.737
640.826 -10.747
641.606 -10.609
642.700 -11.036
643.862 -10.606
644.775 -11.027
645.278 -11.017
647.902 -10.560
648.152 -10.701
649.109 -10.630
649.476 -10.636
649.495 -10.421
650.859 -10.890
652.220 -10.687
652.518 -10.677
654.209 -10.785
654.276 -10.508
655.943 -10.676
656.979 -10.657
657.587 -10.655
658.105 -10.623
660.583 -10.553
660.987 -10.543
661.097 -10.554
662.775 -10.706
663.492 -10.546
664.179 -10.643
665.047 -10.476
665.402 -10.714
666.606 -10.669
666.737 -10.584
669.182 -10.690
669.317 -10.676
669.666 -10.798
670.519 -10.756
671.344 -10.815
672.425 -10.633
672.757 -10.449
672.896 -10.611
673.386 -10.587
674.246 -10.497
674.380 -10.796
679.336 -10.307
679.347 -10.384
679.409 -10.560
679.469 -10.691
679.758 -10.818
680.155 -10.820
680.862 -10.613
681.273 -10.504
681.295 -10.399
681.377 -10.635
681.558 -10.572
682.771 -10.401
685.745 -10.408
687.196 -10.815
688.280 -10.635
688.350 -10.529
689.215 -10.877
692.660 -10.561
693.041 -10.685
693.125 -10.513
693.246 -10.787
694.659 -10.689
694.750 -10.872
696.114 -10.560
698.310 -10.468
698.377 -10.644
698.558 -10.586
698.967 -10.725
700.577 -10.696
702.785 -10.455
702.849 -10.577
703.641 -10.584
706.382 -10.514
706.472 -10.615
706.777 -10.439
706.905 -10.806
707.520 -10.483
707.547 -10.648
707.554 -10.767
709.533 -10.728
709.979 -10.498
711.486 -10.509
711.543 -10.709
711.868 -10.496
712.280 -10.523
713.290 -10.608
713.840 -10.412
715.183 -10.551
716.289 -10.671
717.826 -10.501
721.420 -10.392
723.825 -10.413
723.908 -10.512
724.246 -10.833
724.271 -10.480
725.122 -10.574
725.466 -10.602
725.647 -10.581
725.900 -10.187
727.459 -10.393
728.152 -10.657
728.511 -10.673
729.390 -10.488
730.702 -10.433
732.439 -10.625
733.003 -10.696
733.896 -10.449
736.062 -10.622
736.787 -10.243
737.006 -10.357
737.370 -10.652
739.568 -10.592
739.658 -10.724
741.663 -10.435
743.265 -10.724
745.803 -10.240
745.993 -10.478
750.126 -10.588
753.998 -10.468
754.259 -10.234
755.023 -10.429
756.005 -10.493
756.416 -10.610
756.701 -10.665
764.969 -10.409
766.479 -10.453
766.540 -10.287
767.256 -10.545
767.374 -10.592
769.379 -10.578
773.152 -10.727
774.040 -10.350
775.927 -10.699
776.032 -10.550
778.195 -10.472
778.219 -10.401
779.038 -10.396
779.346 -10.145
781.351 -10.558
782.239 -10.385
783.112 -10.343
783.117 -10.397
784.972 -10.597
785.818 -10.504
786.619 -10.456
787.175 -10.296
788.066 -10.417
789.295 -10.369
790.401 -10.585
793.049 -10.423
793.722 -10.075
793.847 -10.410
794.461 -10.442
797.538 -10.378
798.516 -10.438
801.085 -10.503
802.464 -10.210
802.820 -10.286
803.027 -10.257
806.086 -10.251
806.864 -10.404
807.381 -10.277
807.400 -10.185
809.150 -10.291
812.174 -10.196
815.169 -10.485
815.735 -10.386
815.821 -10.563
818.044 -10.433
818.068 -10.449
820.679 -10.505
822.876 -10.432
823.026 -10.343
823.128 -10.151
823.251 -10.443
824.757 -10.510
824.938 -10.480
827.313 -10.261
827.380 -10.528
828.449 -10.277
831.601 -10.251
832.757 -10.254
834.958 -10.349
837.208 -10.316
837.568 -10.380
837.734 -10.615
839.187 -10.481
839.262 -10.368
839.297 -10.082
839.683 -10.113
840.918 -10.153
841.718 -10.166
845.313 -10.237
845.762 -10.078
846.943 -10.483
852.007 -10.184
852.425 -10.196
853.671 -10.250
854.600 -10.357
858.363 -10.290
862.706 -10.241
863.486 -10.310
863.849 -10.299
864.619 -10.311
866.676 -10.330
870.118 -10.232
871.207 -10.240
872.481 -10.235
874.798 -10.304
875.241 -10.377
875.345 -10.046
876.776 -10.441
877.472 -10.320
881.688 -10.281
886.130 -10.471
892.454 -10.175
893.896 -10.106
898.864 -10.208
904.518 -10.295
905.051 -10.229
905.435 -10.553
906.844 -10.285
908.397 -10.209
910.828 -10.097
911.338 -10.126
911.507 -10.269
911.784 -10.133
912.595 -10.174
912.711 -10.202
916.427 -10.448
918.962 -10.119
920.064 -10.489
923.695 -10.484
923.939 -10.211
925.615 -10.206
927.575 -10.171
928.139 -10.238
928.610 -10.487
928.627 -10.263
939.104 -10.218
940.256 -10.415
942.438 -10.219
943.470 -10.583
944.690 -10.611
959.777 -10.218
962.311 -10.413
962.891 -10.380
967.286 -10.439
967.460 -10.101
968.429 -10.290
969.103 -10.177
977.363 -10.305
980.673 -10.286
983.916 -10.374
985.451 -10.201
985.520 -10.075
987.755 -10.077
990.729 -10.215
1002.070 -10.099
1003.773 -10.052
1007.149 -10.034
1009.515 -10.525
1012.358 -10.281
1014.828 -10.166
1024.055 -10.113
1028.490 -10.113
1029.101 -10.198
1035.069 -10.046
1037.090 -10.044
1039.284 -10.243
1043.242 -10.259
1052.768 -10.453
1057.653 -10.328
1059.585 -10.437
1069.973 -10.085
1072.137 -10.219
1079.622 -10.306
1087.789 -10.330
1090.789 -10.033
1095.334 -10.498
1099.593 -10.325
1108.742 -10.246
1109.677 -10.052
1110.188 -10.340
1110.253 -10.129
1117.018 -10.296
1121.980 -10.095
1123.848 -10.181
1131.457 -10.301
1135.837 -10.157
1141.139 -10.327
1143.841 -10.034
1150.144 -10.323
1153.542 -10.261
1156.930 -9.978
1157.467 -10.140
1158.325 -10.029
1158.389 -9.917
1160.548 -10.214
1162.294 -9.971
1176.972 -9.930
1185.856 -9.798
1193.100 -9.827
1193.418 -10.100
1193.659 -10.243
1196.324 -9.793
1208.468 -9.978
1210.073 -9.918
1217.619 -10.274
1219.067 -10.211
1237.315 -9.886
1242.117 -9.918
1256.441 -9.764
1258.298 -10.066
1287.402 -9.649
1290.797 -10.298
1293.367 -9.855
1294.135 -10.274
1295.534 -9.729
1305.528 -9.813
1314.391 -10.207
1315.897 -10.159
1321.585 -9.724
1323.049 -9.867
1323.159 -10.053
1325.634 -9.713
1333.954 -9.822
1354.480 -10.079
1355.360 -9.854
1359.676 -9.740
1373.616 -9.994
1377.923 -9.602
1379.625 -10.062
1383.481 -9.798
1390.790 -9.840
1393.218 -9.900
1410.533 -10.003
1419.136 -9.857
1424.898 -10.037
1429.117 -9.995
1433.737 -9.514
1458.627 -10.076
1495.610 -9.548
1506.679 -10.075
1509.870 -10.045
1514.565 -9.673
1517.149 -9.927
1539.214 -9.529
1541.991 -9.862
1545.465 -9.853
1575.219 -9.726
1591.662 -9.675
1610.090 -9.620
1616.524 -9.766
1668.470 -9.954
1695.314 -9.599
1695.394 -9.850
1724.985 -9.230
1728.213 -9.661
1824.998 -9.579
1865.207 -9.907
1936.364 -9.617
1961.417 -9.123
1974.980 -9.291
1981.450 -9.532
1989.632 -9.424
2027.713 -9.470
2040.313 -9.190
2173.487 -9.356
2175.267 -9.660
2191.683 -9.498
2210.274 -9.281
2246.446 -9.422
2249.386 -9.490
2562.996 -8.948
2792.638 -8.929
2894.164 -8.753
4013.752 -8.613
4302.082 -8.698
